id,l,t,r,b
533,291.43,86.06,313.751,140.503
533,108.94,61.076,135.594,126.087
533,7.5,94,48.5,194.0
533,507.75,163,528.25,213.0
533,39.75,71,60.25,121.0
533,401.55,165.01,433.207,242.223
533,209.07,75.014,233.467,134.518
533,3.75,183,24.25,233.0
533,265.31,86.06,287.631,140.503
533,327.75,95,348.25,145.0
533,619.75,7,640.25,57.0
533,571.75,167,592.25,217.0
533,347.06,79.777,371.457,139.281
533,135.5,102,176.5,202.0
533,197.03,107.89,234.516,199.319
533,563.75,167,584.25,217.0
533,195.75,83,216.25,133.0
533,371.75,127,392.25,177.0
533,264.89,111.41,313.483,229.93
533,52.045,65.488,76.442,124.992
533,237.62,75.014,262.017,134.518
533,78.095,68.63,100.416,123.073
533,395.92,90.417,418.241,144.86
533,359.75,127,380.25,177.0
533,223.75,83,244.25,133.0
533,339.32,90.417,361.641,144.86
533,571.75,-1,592.25,49.0
533,83.75,143,104.25,193.0
533,454.62,83.277,517.765,237.287
533,28.8,100.57,66.286,191.999
533,120.84,106.11,155.366,190.321
533,15.285,170.23,41.939,235.241
533,422.04,90.417,444.361,144.86
533,195.75,195,216.25,245.0
533,583.75,3,604.25,53.0
533,365.44,86.06,387.761,140.503
533,235.37,112.84,269.896,197.051
533,27.75,71,48.25,121.0
533,317.55,86.06,339.871,140.503
533,587.74,224.97,640.691,354.12
533,-0.25,51,20.25,101.0
533,15.75,63,36.25,113.0
533,153.14,107.89,190.626,199.319
533,129.47,171.18,161.127,248.393
533,179.75,75,200.25,125.0
533,209.07,170.27,233.467,229.774
533,331.75,83,352.25,133.0
533,43.429,100.57,80.915,191.999
533,134.96,61.076,161.614,126.087
533,343.67,125.28,365.991,179.723
533,248.84,119.58,283.366,203.791
533,387.75,127,408.25,177.0
533,611.75,7,632.25,57.0
533,522.18,160.14,544.501,214.583
533,323.27,122.64,347.667,182.144
533,179.75,187,200.25,237.0
533,605.89,153.26,640.416,237.471
533,318.51,155.98,342.907,215.484
533,535.75,167,556.25,217.0
533,107.37,106.11,141.896,190.321
533,204.35,190.64,226.671,245.083
533,364.44,158.84,396.097,236.053
533,411.75,103,432.25,153.0
533,255.75,87,276.25,137.0
533,332.79,122.64,357.187,182.144
533,112.93,164.49,135.251,218.933
533,141.84,171.18,173.497,248.393
533,563.75,-1,584.25,49.0
533,430,83.277,493.145,237.287
533,395.92,129.63,418.241,184.073
533,120.84,146.53,155.366,230.741
533,596.19,-1.0894,618.511,53.354
533,383.75,167,404.25,217.0
534,90.112,65.488,114.509,124.992
534,60.68,68.63,83.001,123.073
534,383.75,91,404.25,141.0
534,99.628,65.488,124.025,124.992
534,352.38,94.774,374.701,149.217
534,101.94,107.89,139.426,199.319
534,46.504,61.076,73.158,126.087
534,9.2193,170.27,33.616,229.774
534,275.75,91,296.25,141.0
534,234.83,81.702,257.151,136.145
534,536.13,100.85,589.081,230.0
534,308.84,86.06,331.161,140.503
534,256.6,90.417,278.921,144.86
534,73.741,68.63,96.062,123.073
534,321.9,86.06,344.221,140.503
534,401.55,165.01,433.207,242.223
534,194.95,112.84,229.476,197.051
534,121.63,72.987,143.951,127.43
534,283.75,91,304.25,141.0
534,204.35,86.06,226.671,140.503
534,595.62,269.13,640.517,378.63
534,120.84,106.11,155.366,190.321
534,374.15,90.417,396.471,144.86
534,615.75,11,636.25,61.0
534,117.1,171.18,148.757,248.393
534,578.78,-1.0894,601.101,53.354
534,583.75,295,604.25,345.0
534,195.65,86.06,217.971,140.503
534,269.05,153.26,303.576,237.471
534,227.75,91,248.25,141.0
534,295.75,95,316.25,145.0
534,515.48,100.85,568.431,230.0
534,457.56,175.43,484.214,240.441
534,33.011,65.488,57.408,124.992
534,145.83,107.89,183.316,199.319
534,267.75,95,288.25,145.0
534,248.23,115.2,285.716,206.629
534,235.37,119.58,269.896,203.791
534,129.76,61.076,156.414,126.087
534,411.75,99,432.25,149.0
534,339.32,125.28,361.641,179.723
534,359.75,135,380.25,185.0
534,-0.2974,179.8,24.1,239.304
534,171.75,183,192.25,233.0
534,563.75,-1,584.25,49.0
534,419.75,95,440.25,145.0
534,63.5,102,104.5,202.0
534,197.49,152.67,229.147,229.883
534,363.75,91,384.25,141.0
534,6.8571,100.57,44.343,191.999
534,47.5,102,88.5,202.0
534,127.58,173.47,162.106,257.681
534,104.39,170.27,128.787,229.774
534,219.75,87,240.25,137.0
534,19.75,67,40.25,117.0
534,111.75,75,132.25,125.0
534,330.61,90.417,352.931,144.86
534,387.21,129.63,409.531,184.073
534,394.65,89.302,419.047,148.806
534,191.75,195,212.25,245.0
534,595.62,225.37,640.517,334.87
534,342.3,84.54,366.697,144.044
534,82.449,72.987,104.77,127.43
534,256.65,175.03,281.047,234.534
534,367.75,131,388.25,181.0
534,91.156,112.2,113.477,166.643
534,577.69,83.277,640.835,237.287
534,247.89,90.417,270.211,144.86
534,343.16,160,377.686,244.211
534,187.75,87,208.25,137.0
534,495.75,163,516.25,213.0
534,31.5,102,72.5,202.0
534,123.29,146.51,154.947,223.723
534,91.75,147,112.25,197.0
534,431.75,107,452.25,157.0
534,503.75,167,524.25,217.0
534,447.75,107,468.25,157.0
534,595.75,7,616.25,57.0
534,604.01,-1.1907,628.407,58.313
534,351.75,135,372.25,185.0
534,303.5,118,344.5,218.0
534,605.89,193.68,640.416,277.891
534,482.99,94.774,505.311,149.217
534,555.75,-1,576.25,49.0
534,470.78,89.302,495.177,148.806
534,-0.25,55,20.25,105.0
534,435.75,95,456.25,145.0
534,163.75,187,184.25,237.0
535,279.75,91,300.25,141.0
535,67.317,61.076,93.971,126.087
535,99.864,68.63,122.185,123.073
535,112.92,55.16,141.932,125.921
535,365.44,86.06,387.761,140.503
535,287.75,91,308.25,141.0
535,91.156,68.63,113.477,123.073
535,267.75,91,288.25,141.0
535,315.75,95,336.25,145.0
535,401.55,165.01,433.207,242.223
535,255.75,91,276.25,141.0
535,266.17,170.27,290.567,229.774
535,587.75,295,608.25,345.0
535,343.75,95,364.25,145.0
535,382.86,86.06,405.181,140.503
535,295.78,81.702,318.101,136.145
535,375.75,95,396.25,145.0
535,554.69,145.68,583.702,216.441
535,391.56,90.417,413.881,144.86
535,80.595,65.488,104.992,124.992
535,17.143,59.915,39.464,114.358
535,326.26,86.06,348.581,140.503
535,195.75,87,216.25,137.0
535,-0.5,94,40.5,194.0
535,3.75,59,24.25,109.0
535,419.75,95,440.25,145.0
535,404.63,90.417,426.951,144.86
535,100.63,106.11,135.156,190.321
535,135.5,102,176.5,202.0
535,605.89,294.74,640.416,378.951
535,440.46,69.486,515.673,252.936
535,117.1,171.18,148.757,248.393
535,42.528,60.726,66.925,120.23
535,356.73,86.06,379.051,140.503
535,116.57,100.57,154.056,191.999
535,209.2,60.818,238.212,131.579
535,188.21,112.84,222.736,197.051
535,191.5,142,232.5,242.0
535,228.1,75.014,252.497,134.518
535,58.057,100.57,95.543,191.999
535,171,70.251,195.397,129.755
535,583.13,-1.0894,605.451,53.354
535,613.53,-1.1907,637.927,58.313
535,239.75,91,260.25,141.0
535,186.94,77.345,209.261,131.788
535,356.73,129.63,379.051,184.073
535,56.911,61.076,83.565,126.087
535,599.75,231,620.25,281.0
535,124.25,55.16,153.262,125.921
535,132.94,184.56,157.337,244.064
535,34.558,68.63,56.879,123.073
535,335.75,95,356.25,145.0
535,358.26,165.01,389.917,242.223
535,3.75,175,24.25,225.0
535,304.49,86.06,326.811,140.503
535,163.75,179,184.25,229.0
535,403.75,131,424.25,181.0
535,379.75,131,400.25,181.0
535,591.84,-1.0894,614.161,53.354
535,484.21,64,553.263,232.42
535,605.89,254.32,640.416,338.531
535,79.5,102,120.5,202.0
535,591.75,307,612.25,357.0
535,543.75,171,564.25,221.0
535,247.75,87,268.25,137.0
535,104.22,173.21,126.541,227.653
535,256.6,51.2,278.921,105.643
535,221.77,86.06,244.091,140.503
535,233.6,115.2,271.086,206.629
535,583.75,307,604.25,357.0
535,567.75,-1,588.25,49.0
535,387.75,135,408.25,185.0
535,280.45,122.64,304.847,182.144
535,383.75,171,404.25,221.0
535,318.51,122.64,342.907,182.144
535,339.71,158.84,371.367,236.053
535,600.54,-1.0894,622.861,53.354
535,339.32,125.28,361.641,179.723
535,319.75,83,340.25,133.0
535,395.75,131,416.25,181.0
535,559.75,191,580.25,241.0
535,323.75,167,344.25,217.0
536,191.75,87,212.25,137.0
536,382.86,90.417,405.181,144.86
536,248.23,115.2,285.716,206.629
536,404.16,179.8,428.557,239.304
536,595.75,295,616.25,345.0
536,51.973,68.63,74.294,123.073
536,323.75,87,344.25,137.0
536,457.56,175.43,484.214,240.441
536,361.09,86.06,383.411,140.503
536,540.77,95.614,603.915,249.624
536,6.8571,100.57,44.343,191.999
536,403.75,91,424.25,141.0
536,95.51,68.63,117.831,123.073
536,87.75,71,108.25,121.0
536,188.21,112.84,222.736,197.051
536,339.75,91,360.25,141.0
536,62.114,61.076,88.768,126.087
536,251.75,91,272.25,141.0
536,75.836,65.488,100.233,124.992
536,-0.25,171,20.25,221.0
536,127.75,71,148.25,121.0
536,223.75,87,244.25,137.0
536,165.17,186.28,187.491,240.723
536,391.56,90.417,413.881,144.86
536,265.31,173.21,287.631,227.653
536,263.75,91,284.25,141.0
536,369.8,86.06,392.121,140.503
536,204.35,81.702,226.671,136.145
536,215.75,83,236.25,133.0
536,309,79.777,333.397,139.281
536,418.44,89.302,442.837,148.806
536,287.75,91,308.25,141.0
536,-0.25,63,20.25,113.0
536,33.628,49.503,62.64,120.264
536,387.21,129.63,409.531,184.073
536,348.03,81.702,370.351,136.145
536,497.68,77.474,566.733,245.894
536,25.85,68.63,48.171,123.073
536,605.89,261.05,640.416,345.261
536,21.486,100.57,58.972,191.999
536,103.5,102,144.5,202.0
536,617.96,3.2681,640.281,57.711
536,127.5,102,168.5,202.0
536,87.5,102,128.5,202.0
536,104.22,68.63,126.541,123.073
536,611.33,304.09,640.342,374.851
536,299.75,91,320.25,141.0
536,471.75,167,492.25,217.0
536,587.75,295,608.25,345.0
536,456.51,155.98,480.907,215.484
536,279.75,83,300.25,133.0
536,36.114,100.57,73.6,191.999
536,182.4,151.77,219.886,243.199
536,130.34,186.28,152.661,240.723
536,599.75,231,620.25,281.0
536,15.75,63,36.25,113.0
536,271.75,91,292.25,141.0
536,330.61,90.417,352.931,144.86
536,323.75,127,344.25,177.0
536,313.2,177.57,335.521,232.013
536,63.75,143,84.25,193.0
536,104.73,171.18,136.387,248.393
536,173.88,68.63,196.201,123.073
536,143.5,102,184.5,202.0
536,231.75,151,252.25,201.0
536,355.75,131,376.25,181.0
536,262.86,115.2,300.346,206.629
536,579.75,3,600.25,53.0
536,230.48,77.345,252.801,131.788
536,363.75,131,384.25,181.0
536,71.75,143,92.25,193.0
536,311.75,155,332.25,205.0
536,443.81,164.49,466.131,218.933
536,599.75,7,620.25,57.0
536,208.71,168.85,231.031,223.293
536,567.75,-1,588.25,49.0
536,605.89,153.26,640.416,237.471
536,345.13,162.65,374.142,233.411
536,399.75,103,420.25,153.0
536,479.75,167,500.25,217.0
536,239.75,87,260.25,137.0
536,431.75,95,452.25,145.0
536,559.75,-1,580.25,49.0
536,112.93,68.63,135.251,123.073
536,374.15,164.49,396.471,218.933
536,587.75,3,608.25,53.0
536,395.92,129.63,418.241,184.073
536,239.75,159,260.25,209.0
536,375.61,127.4,400.007,186.904
536,439.75,103,460.25,153.0
536,274.01,177.57,296.331,232.013
536,469.93,90.417,492.251,144.86
537,387.21,86.06,409.531,140.503
537,399.75,91,420.25,141.0
537,599.75,295,620.25,345.0
537,182.4,107.89,219.886,199.319
537,408.98,90.417,431.301,144.86
537,289.96,75.014,314.357,134.518
537,323.75,91,344.25,141.0
537,4.0816,55.557,26.403,110.0
537,335.75,87,356.25,137.0
537,375.61,84.54,400.007,144.044
537,530.37,101.93,578.963,220.45
537,311.75,91,332.25,141.0
537,267.75,87,288.25,137.0
537,351.82,79.777,376.217,139.281
537,455.75,167,476.25,217.0
537,255.5,110,296.5,210.0
537,255.75,87,276.25,137.0
537,203.54,60.818,232.552,131.579
537,75.75,75,96.25,125.0
537,280.45,75.014,304.847,134.518
537,-0.5,94,40.5,194.0
537,19.75,67,40.25,117.0
537,218.21,66.274,244.864,131.285
537,466.02,155.98,490.417,215.484
537,401.55,165.01,433.207,242.223
537,361.34,122.64,385.737,182.144
537,131.2,100.57,168.686,191.999
537,107.75,71,128.25,121.0
537,182.59,72.987,204.911,127.43
537,605.89,153.26,640.416,237.471
537,491.54,70.94,554.685,224.95
537,80,100.57,117.486,191.999
537,365.44,86.06,387.761,140.503
537,179.75,195,200.25,245.0
537,619.75,7,640.25,57.0
537,343.67,81.702,365.991,136.145
537,30.894,50.68,57.548,115.691
537,82.449,64.272,104.77,118.715
537,417.69,90.417,440.011,144.86
537,335.75,127,356.25,177.0
537,67.75,75,88.25,125.0
537,47.75,75,68.25,125.0
537,116.57,100.57,154.056,191.999
537,228.63,112.84,263.156,197.051
537,619.75,319,640.25,369.0
537,31.5,94,72.5,194.0
537,374.15,160.14,396.471,214.583
537,118.66,65.488,143.057,124.992
537,600.54,-1.0894,622.861,53.354
537,611.75,7,632.25,57.0
537,195.75,79,216.25,129.0
537,435.75,163,456.25,213.0
537,307.75,123,328.25,173.0
537,91.75,75,112.25,125.0
537,385.13,127.4,409.527,186.904
537,619.75,239,640.25,289.0
537,352.38,125.28,374.701,179.723
537,101.94,100.57,139.426,191.999
537,167.75,79,188.25,129.0
537,156.46,186.28,178.781,240.723
537,403.75,131,424.25,181.0
537,65.371,100.57,102.857,191.999
537,603.75,247,624.25,297.0
537,575.75,-1,596.25,49.0
537,307.75,155,328.25,205.0
537,50.743,100.57,88.229,191.999
537,15.5,94,56.5,194.0
537,370.86,122.64,395.257,182.144
537,591.75,3,612.25,53.0
537,247.75,87,268.25,137.0
537,191.3,152.67,222.957,229.883
537,299.48,79.777,323.877,139.281
537,117.1,171.18,148.757,248.393
537,321.9,125.28,344.221,179.723
537,107.37,139.79,141.896,224.001
537,239.18,77.345,261.501,131.788
537,269.66,177.57,291.981,232.013
537,55.75,163,76.25,213.0
537,228.1,79.777,252.497,139.281
537,240.91,115.2,278.396,206.629
537,403.75,103,424.25,153.0
537,343.67,125.28,365.991,179.723
537,352.08,158.84,383.737,236.053
537,583.75,-1,604.25,49.0
537,478.64,160.14,500.961,214.583
537,98.551,171.18,130.208,248.393
537,56.803,60.726,81.2,120.23
537,565.71,164.49,588.031,218.933
537,383.58,160,418.106,244.211
537,443.75,163,464.25,213.0
537,317.55,77.345,339.871,131.788
537,333.53,165.01,365.187,242.223
537,607.75,311,628.25,361.0
537,311.75,179,332.25,229.0
537,599.75,235,620.25,285.0
537,147.76,68.63,170.081,123.073
537,426.39,90.417,448.711,144.86
538,317.55,86.06,339.871,140.503
538,226.29,107.89,263.776,199.319
538,604.9,299.57,627.221,354.013
538,307.75,87,328.25,137.0
538,395.12,170.23,421.774,235.241
538,247.14,70.251,271.537,129.755
538,219.75,79,240.25,129.0
538,375.75,127,396.25,177.0
538,403.75,95,424.25,145.0
538,289.96,75.014,314.357,134.518
538,516.15,83.277,579.295,237.287
538,361.34,79.777,385.737,139.281
538,335.75,91,356.25,141.0
538,202.6,61.076,229.254,126.087
538,119.5,94,160.5,194.0
538,-0.3252,50.68,26.329,115.691
538,259.75,87,280.25,137.0
538,42.528,55.963,66.925,115.467
538,383.75,87,404.25,137.0
538,387.21,125.28,409.531,179.723
538,479.75,163,500.25,213.0
538,447.08,168.31,476.092,239.071
538,540.77,95.614,603.915,249.624
538,261.41,170.27,285.807,229.774
538,47.5,94,88.5,194.0
538,112.92,49.503,141.932,120.264
538,274.01,77.345,296.331,131.788
538,395.92,81.702,418.241,136.145
538,31.5,94,72.5,194.0
538,27.75,63,48.25,113.0
538,352.38,81.702,374.701,136.145
538,181.47,106.11,215.996,190.321
538,617.96,-1.0894,640.281,53.354
538,176.59,61.076,203.244,126.087
538,55.75,71,76.25,121.0
538,300.14,77.345,322.461,131.788
538,270.93,170.27,295.327,229.774
538,587.75,-1,608.25,49.0
538,182.4,144.46,219.886,235.889
538,7.5,94,48.5,194.0
538,465.58,155.78,487.901,210.223
538,605.89,153.26,640.416,237.471
538,413.33,86.06,435.651,140.503
538,327.75,87,348.25,137.0
538,82.449,64.272,104.77,118.715
538,67.75,71,88.25,121.0
538,423.75,91,444.25,141.0
538,375.75,87,396.25,137.0
538,230.48,81.702,252.801,136.145
538,343.75,91,364.25,141.0
538,12.789,55.557,35.11,110.0
538,159.75,183,180.25,233.0
538,100.63,99.368,135.156,183.579
538,95.929,49.503,124.941,120.264
538,343.67,125.28,365.991,179.723
538,167.75,75,188.25,125.0
538,114.11,166.74,148.636,250.951
538,495.75,167,516.25,217.0
538,371.75,163,392.25,213.0
538,175.76,184.56,200.157,244.064
538,613.66,305.38,640.314,370.391
538,352.08,158.84,383.737,236.053
538,465.58,86.06,487.901,140.503
538,329.68,153.26,364.206,237.471
538,190.04,65.488,214.437,124.992
538,359.75,127,380.25,177.0
538,100.63,166.74,135.156,250.951
538,255.58,112.84,290.106,197.051
538,579.75,-1,600.25,49.0
538,599.5,222,640.5,322.0
538,79.5,94,120.5,194.0
538,239.75,83,260.25,133.0
538,405.53,170.23,432.184,235.241
538,487.75,163,508.25,213.0
538,151.75,191,172.25,241.0
538,211.66,107.89,249.146,199.319
538,313.2,168.85,335.521,223.293
538,313.2,72.987,335.521,127.43
538,319.75,123,340.25,173.0
538,34.558,55.557,56.879,110.0
538,-0.25,135,20.25,185.0
538,599.75,311,620.25,361.0
538,431.75,163,452.25,213.0
538,87.75,179,108.25,229.0
538,395.92,129.63,418.241,184.073
538,267.75,87,288.25,137.0
538,328.03,117.88,352.427,177.384
538,275.75,151,296.25,201.0
538,282.72,86.06,305.041,140.503
538,307.75,151,328.25,201.0
539,308.84,77.345,331.161,131.788
539,228.63,45.474,263.156,129.685
539,317.55,81.702,339.871,136.145
539,280.45,70.251,304.847,129.755
539,289.96,70.251,314.357,129.755
539,395.92,81.702,418.241,136.145
539,256.65,165.51,281.047,225.014
539,111.5,94,152.5,194.0
539,4.0816,51.2,26.403,105.643
539,613.66,294.98,640.314,359.991
539,199.55,65.488,223.947,124.992
539,369.8,86.06,392.121,140.503
539,530.37,101.93,578.963,220.45
539,369.8,120.92,392.121,175.363
539,617.96,-1.0894,640.281,53.354
539,215.75,79,236.25,129.0
539,33.628,43.845,62.64,114.606
539,379.75,83,400.25,133.0
539,394.65,170.27,419.047,229.774
539,451.01,165.01,482.667,242.223
539,185.28,60.726,209.677,120.23
539,98.551,171.18,130.208,248.393
539,175.09,100.57,212.576,191.999
539,181.47,153.26,215.996,237.471
539,242.11,52.211,276.636,136.422
539,519.75,163,540.25,213.0
539,15.285,45.482,41.939,110.493
539,218.97,107.89,256.456,199.319
539,328.03,70.251,352.427,129.755
539,83.75,63,104.25,113.0
539,404.63,86.06,426.951,140.503
539,16.986,85.333,61.883,194.833
539,553.08,95.614,616.225,249.624
539,299.48,70.251,323.877,129.755
539,-0.54795,85.333,44.349,194.833
539,233.6,107.89,271.086,199.319
539,389.89,122.64,414.287,182.144
539,94.629,93.257,132.115,184.686
539,361.09,77.345,383.411,131.788
539,248.23,107.89,285.716,199.319
539,62.114,50.68,88.768,115.691
539,339.75,83,360.25,133.0
539,173.88,68.63,196.201,123.073
539,271.75,83,292.25,133.0
539,423.75,87,444.25,137.0
539,51.973,133.99,74.294,188.433
539,46.504,50.68,73.158,115.691
539,71.5,94,112.5,194.0
539,147.76,181.92,170.081,236.363
539,306.74,107.89,344.226,199.319
539,367.75,163,388.25,213.0
539,266.17,165.51,290.567,225.014
539,378.5,120.92,400.821,175.363
539,247.14,165.51,271.537,225.014
539,107.26,43.845,136.272,114.606
539,438.65,165.01,470.307,242.223
539,356.73,120.92,379.051,175.363
539,611.33,156.99,640.342,227.751
539,355.75,91,376.25,141.0
539,343.75,123,364.25,173.0
539,86.184,165.01,117.841,242.223
539,431.75,87,452.25,137.0
539,404.63,177.57,426.951,232.013
539,603.75,-1,624.25,49.0
539,605.89,234.11,640.416,318.321
539,485.06,151.22,509.457,210.724
539,160.82,72.987,183.141,127.43
539,169.52,186.28,191.841,240.723
539,355.75,167,376.25,217.0
539,387.75,87,408.25,137.0
539,139.75,71,160.25,121.0
539,263.75,79,284.25,129.0
539,499.75,163,520.25,213.0
539,415.75,91,436.25,141.0
539,451.01,72.482,482.667,149.695
539,511.75,163,532.25,213.0
539,190.04,75.014,214.437,134.518
539,93.333,50.68,119.987,115.691
540,37.77,51.2,62.167,110.704
540,243.75,79,264.25,129.0
540,371.75,83,392.25,133.0
540,-0.35398,38.188,28.658,108.949
540,525.81,90.505,578.761,219.655
540,25.85,55.557,48.171,110.0
540,619.75,307,640.25,357.0
540,311.75,87,332.25,137.0
540,379.75,83,400.25,133.0
540,56.803,51.2,81.2,110.704
540,395.92,81.702,418.241,136.145
540,215.75,75,236.25,125.0
540,390.44,162.65,419.452,233.411
540,167.77,100.57,205.256,191.999
540,13.978,51.2,38.375,110.704
540,191.75,75,212.25,125.0
540,269.66,72.987,291.981,127.43
540,407.75,87,428.25,137.0
540,295.78,72.987,318.101,127.43
540,259.75,79,280.25,129.0
540,328.03,70.251,352.427,129.755
540,246.96,146.51,278.617,223.723
540,86.184,165.01,117.841,242.223
540,183.75,71,204.25,121.0
540,369.8,120.92,392.121,175.363
540,282.72,72.987,305.041,127.43
540,391.56,120.92,413.881,175.363
540,356.58,75.014,380.977,134.518
540,175.09,144.46,212.576,235.889
540,619.75,-1,640.25,49.0
540,173.88,72.987,196.201,127.43
540,207.75,79,228.25,129.0
540,611.75,-1,632.25,49.0
540,303.75,83,324.25,133.0
540,167.75,187,188.25,237.0
540,200,68.63,222.321,123.073
540,223.75,79,244.25,129.0
540,47.286,127.4,71.683,186.904
540,94.629,93.257,132.115,184.686
540,452.74,168.31,481.752,239.071
540,72.52,50.68,99.174,115.691
540,103.74,50.68,130.394,115.691
540,470.74,50.526,539.793,218.946
540,-0.5,86,40.5,186.0
540,461.26,151.22,485.657,210.724
540,259.32,152.67,290.977,229.883
540,553.08,95.614,616.225,249.624
540,317.55,77.345,339.871,131.788
540,426.39,155.78,448.711,210.223
540,218.97,107.89,256.456,199.319
540,356.73,120.92,379.051,175.363
540,387.21,77.345,409.531,131.788
540,339.75,87,360.25,137.0
540,60.822,85.333,105.719,194.833
540,343.67,120.92,365.991,175.363
540,605.89,227.37,640.416,311.581
540,234.83,68.63,257.151,123.073
540,321.9,116.56,344.221,171.003
540,347.06,75.014,371.457,134.518
540,603.75,-1,624.25,49.0
540,300.14,147.06,322.461,201.503
540,156.46,181.92,178.781,236.363
540,330.61,116.56,352.931,171.003
540,127.5,94,168.5,194.0
540,448.16,155.78,470.481,210.223
540,47.75,67,68.25,117.0
540,111.5,94,152.5,194.0
540,423.75,87,444.25,137.0
540,139.05,64.272,161.371,118.715
540,617.96,282.14,640.281,336.583
540,605.89,146.53,640.416,230.741
540,67.75,167,88.25,217.0
540,155.75,71,176.25,121.0
540,252.24,68.63,274.561,123.073
540,143.4,181.92,165.721,236.363
540,415.75,87,436.25,137.0
540,104.73,165.01,136.387,242.223
540,309,113.12,333.397,172.624
540,321.16,152.67,352.817,229.883
540,459.75,71,480.25,121.0
540,415.93,170.23,442.584,235.241
540,407.75,179,428.25,229.0
540,78.095,160.14,100.416,214.583
540,242.38,36.912,266.777,96.416
540,378.5,120.92,400.821,175.363
540,431.75,91,452.25,141.0
541,249.43,159.84,276.084,224.851
541,369.8,77.345,392.121,131.788
541,56.327,133.99,78.648,188.433
541,51.707,45.482,78.361,110.493
541,30.894,45.482,57.548,110.493
541,378.5,77.345,400.821,131.788
541,389.18,152.67,420.837,229.883
541,203.75,75,224.25,125.0
541,8.4354,51.2,30.756,105.643
541,251.75,79,272.25,129.0
541,69.388,55.557,91.709,110.0
541,441.42,162.65,470.432,233.411
541,555.75,163,576.25,213.0
541,41.301,45.482,67.955,110.493
541,215.75,75,236.25,125.0
541,167.77,100.57,205.256,191.999
541,282.72,77.345,305.041,131.788
541,311.87,66.274,338.524,131.285
541,18.736,51.2,43.133,110.704
541,615.75,-1,636.25,49.0
541,387.75,83,408.25,133.0
541,299.75,83,320.25,133.0
541,323.27,113.12,347.667,172.624
541,82.927,45.482,109.581,110.493
541,295.75,71,316.25,121.0
541,187.75,75,208.25,125.0
541,503.85,83.277,566.995,237.287
541,599.42,226.7,631.077,303.913
541,365.44,116.56,387.761,171.003
541,347.06,75.014,371.457,134.518
541,339.75,83,360.25,133.0
541,95.929,43.845,124.941,114.606
541,495.75,159,516.25,209.0
541,98.551,90.988,130.208,168.201
541,167.75,71,188.25,121.0
541,223.75,75,244.25,125.0
541,456.87,151.42,479.191,205.863
541,413.33,81.702,435.651,136.145
541,404.63,81.702,426.951,136.145
541,327.75,83,348.25,133.0
541,327.34,152.67,358.997,229.883
541,43.75,135,64.25,185.0
541,151.75,71,172.25,121.0
541,265.31,68.63,287.631,123.073
541,27.75,135,48.25,185.0
541,159.75,71,180.25,121.0
541,356.58,75.014,380.977,134.518
541,391.75,127,412.25,177.0
541,223.5,102,264.5,202.0
541,-0.5,86,40.5,186.0
541,195.75,71,216.25,121.0
541,178.23,68.63,200.551,123.073
541,35.75,135,56.25,185.0
541,607.75,-1,628.25,49.0
541,80.421,133.05,114.947,217.261
541,395.75,87,416.25,137.0
541,260.18,156.99,289.192,227.751
541,435.1,151.42,457.421,205.863
541,175.09,137.14,212.576,228.569
541,140.16,165.04,166.814,230.051
541,337.55,113.12,361.947,172.624
541,71.5,86,112.5,186.0
541,113.42,85.333,158.317,194.833
541,379.75,119,400.25,169.0
541,160.82,181.92,183.141,236.363
541,259.75,79,280.25,129.0
541,347.06,117.88,371.457,177.384
541,577.69,95.614,640.835,249.624
541,294.72,146.46,319.117,205.964
541,563.75,167,584.25,217.0
541,239.75,75,260.25,125.0
541,365.44,160.14,387.761,214.583
541,93.895,160,128.421,244.211
541,275.75,75,296.25,125.0
541,356.73,116.56,379.051,171.003
541,131.75,59,152.25,109.0
541,265.31,112.2,287.631,166.643
541,227.75,43,248.25,93.0
541,291.75,83,312.25,133.0
541,487.75,159,508.25,209.0
541,215.75,147,236.25,197.0
541,619.75,311,640.25,361.0
541,289.96,165.51,314.357,225.014
541,232.86,165.51,257.257,225.014
541,209.07,103.59,233.467,163.094
541,311.87,107.86,338.524,172.871
541,-0.27211,51.2,22.049,105.643
541,467.75,159,488.25,209.0
541,217.41,164.49,239.731,218.933
541,482.99,90.417,505.311,144.86
541,303.75,71,324.25,121.0
541,422.04,81.702,444.361,136.145
542,274.01,68.63,296.331,123.073
542,231.75,75,252.25,125.0
542,199.75,75,220.25,125.0
542,306.67,66.274,333.324,131.285
542,244.23,159.84,270.884,224.851
542,23.494,46.437,47.891,105.941
542,93.333,45.482,119.987,110.493
542,330.61,81.702,352.931,136.145
542,243.75,79,264.25,129.0
542,619.75,-1,640.25,49.0
542,36.098,45.482,62.752,110.493
542,321.9,81.702,344.221,136.145
542,369.8,77.345,392.121,131.788
542,159.5,94,200.5,194.0
542,438.65,158.84,470.307,236.053
542,391.75,179,412.25,229.0
542,503.75,159,524.25,209.0
542,66.32,51.2,90.717,110.704
542,348.03,77.345,370.351,131.788
542,-0.3252,45.482,26.329,110.493
542,263.75,75,284.25,125.0
542,605.89,227.37,640.416,311.581
542,213.06,72.987,235.381,127.43
542,520.89,92.444,569.483,210.964
542,387.75,91,408.25,141.0
542,19.75,135,40.25,185.0
542,356.73,77.345,379.051,131.788
542,599.5,134,640.5,234.0
542,348.03,116.56,370.351,171.003
542,10.081,40.284,36.735,105.295
542,339.32,77.345,361.641,131.788
542,87.158,92.632,121.684,176.843
